movie,sentence,score
더 웨일,혐오와 미움의 세상에서 ,10
웅남이,박성광 의외더라구요 영화감독으로도 자리잡을것같은데요?!ㅎㅎ,9
소울메이트,김다미 스타일의 연기가 인상깊고 한국감성은 아니었지만 잔잔하게 재밌게 볼 수 있었다,9
압꾸정,중간까진 재밌었는데..ㅜㅜ,3
웅남이,웃으면서 재미있게 봤습니다.,8
모나리자와 블러드 문,영화를 찍은게 아니라 뮤직비디오를 찍음,3
스즈메의 문단속,개인적으로 신카이마코토 감독 중에 제일 별로라고 생각함.특히 인물들 간의 관계와 배경설명이 애매모호함. ,6
웅남이,여기 평점 알바돌리나? ,1
스즈메의 문단속,반일 국뽕은 정신병이며 이 영화는 개띵작입니다,10
살인자의 기억법,스토리 대박이다. 이 판을 어떻게 짰지? ,10
웅남이,기대앙하고봤는데 꿀잼 ㅋㅋㅋ,6
웅남이,진짜 간만에 찐으로 웃음이 나오는 영화를 본거 같습니다기대이상이구 볼만합니다 정말 ㅎㅎ가족 친구 연인끼리 보기 아주 좋숩돠,10
플레인,거슬리는 게 한 둘이 아니라면 감독의 잘못이다,4
웅남이,초중반까지 재밌구 후반 마무리가 좀 아쉬운데 킬링타임용으로 괜찮아요~실제 7점 정도? 인데 억까들이 많아서 9점 주고 가요,9
샤잠! 신들의 분노,재미를 떠나서 편집이 너무 어수선해서 뭘 봤는지 모르겠음,4
에브리씽 에브리웨어 올 앳 원스+,"전형적인 중국자본 영화.. 한마디로 서양사람들의 동양판타지가 곳곳에 물들어있음..중국무술, 전통의상, 경극, 가족애.. 난해하려고 쥐어짜서 만든 예술영화 같으나...우리가 늘상 알고 있는 중국식 코믹뻥카액션 그 이상도 이하도 아님... 액션영화도 스토리가 있어야 되는데...세금영수증...딸내미 레즈..뭔가 메시지가 없음 인물간의 연결성이 많이 떨어짐.. ㅋㅋ 관람객 평점이 이리도 후한건 .수상빨 같음..암튼 혼란하고 정신없고 메시지 없음...난해함을 예술적으로 극적으로 끌어올린 영화... ",4
연애 빠진 로맨스,두사람의 자연스러운 연기와 마스크 조합이 잘 어우러져 특별한 로맨스영화로 기억될것 같아요,8
웅남이,일생일대의 돈이 아까운 영화 !쓰레기같은영화! ,2
웅남이,재밌었어요 많이 웃고나옴^^,10
서부 전선 이상 없다,여운이 오래가는 영화.무의미한 전쟁의 참혹함을 느낄 수 있었다.,10
치외법권,나만 당할 순 없지 후후....,10
엽기적인 그녀,사랑해 엽기적인 그녀 전지현 !!!! 내 인생 최고의 영화 중 하나 ,10
웅남이,오랜만에 실컷웃었네요  와이프랑  너무잼있게 잘봤습니다~~^^,10
패션 오브 크라이스트,Redemption(속량)과 Salvation(구원)의 시작의 장엄함이여.,10
두다다쿵: 후후섬의 비밀,아이가 재미있게 봤습니다.~ ^^,8
웅남이,최악이에여 절대 버지 마세요 ㅜㅠㅠ,4
서치 2,서치1을 만족스럽게 봐서 과연 후속작이 전편만 할까 했는데 아주 만족하면서 봤습니다. 속도가 빨라서 영화가 짧게 느껴져요,10
웅남이,"부분 부분 코믹 부분을 두는 건 좋았으나, 끝에 뭐죠?! 밥 먹다가 밥상 엎는 이 기분...",3
웅남이,그럭저럭 볼만 했어요 추천은 못 드려요 개인 취향인 거 같아요,6
파벨만스,영화는 인생과 다르다. 예술에는 생각보다 많은 고통이 따른다. 그럼에도 예술(영화)을 해야하는 이유도 분명히 있다,10
비상선언,감독의 문제 아닌가? 이 좋은 스토리를 이렇게 망치다니. 배경음악은 무슨 상영내내 나와서 배우들 대사보다 음악 감상만한듯,1
극장판 주술회전 0,귀칼 이후 최대 감동..,10
TAR 타르,다큐같은 영화 그녀의 미친연기력,9
웅남이,별로임 머가먼지 무슨뜻인지?,6
웅남이,재미없어요. 요근래 본 영화 중에 최악이었음. 평론가가 싸가지는 없어도 가장 정확한 표현을 한것이란걸 영화 보는 내내 깨달았습니다.,1
웅남이,배우들의 연기와 박성웅의 싸움액션언기는 굿.하지만 억지 웃음을 자아내려는 코믹은 글쌔...,6
웅남이,"감독이 개그맨인게 뭐가 중요한가 상영시간동안 즐거웠으면 됐지 ㅋ 개그가 젊은이 감성은 아니라 조조영화였는데 영화관에 있던 30,40대들은 빵빵터졌음 ㅋ 박성광님 안 망했으면 좋겠어요 ㅋ 다음 영화도 기대됩니다",10
웅남이,영화관보단 집에서 보면 딱이다,10
웅남이,재밌던데요 왜 재미없다는거죠,10
소울메이트,잔잔하게 잘 만든 영화예요어쩐지 한국 느낌보다는 다른 느낌이라 했더니 리메이크네요,10
스즈메의 문단속,재미. 그리 없는데 관객수 많네요영화가 잼있다면 관객수 폭발하겠음,6
멍뭉이,두배우 너무 좋아해서 딸이랑 봤지만.너무 밋밋한 스토리... 그리 감동적이지 않은데 알바들이 댓글 많이 다셨어요..,6
웅남이,와우…평점 보고 괜찮나 싶어서 갔는데..,2
스즈메의 문단속,영상미는 좋았으나 자동차타고가다노래트는장면에서 몰입도 깨짐,6
아수라,감동 명작! 어쩜 이재명이를 저렇게완벽하게 똑같이 만들어냈네!명대사: 이야~ 우리 시장님은 절때로 믿으면 안되는 눈을 가지셨다,10
애니씽 고즈: 라이브 인 런던,중간중간 다소 지루할때도 있으나 전체적으로는 밝고 즐겁고 신난다.,8
웅남이,다른분야에 도전하는 사람을 본인 기대에 못 미친다고 험한말 쏟아내는 저급 평론가들에게 이 평점을 바칩니다.,10
더 퍼스트 슬램덩크,40대 중반인데..생각만해도 설레인다..^^,10
스즈메의 문단속,인생영화임..ㄹㅇ 너무 재밌음,10
바람이 분다,지금은 유럽 전체와 거의 맞먹는 대단한 과학기술력을 가진 일본이 독일과 이탈리아 등에 20년을 뒤쳐져 빌빌대며 배우던 시절. 작위적인 시한부 러브스토리로 제로센의 설계자를 미화하고 극화하지만 그저 지루하고 재미 없을뿐. 걍 개노잼. 일본 수꼴 보수가 봐도 재미없을듯 애니 자체가,4
스즈메의 문단속,일본인이 아니면 공감하기 어려운 파트가 존재함에도 연출과 영상미 만으로도 극장에서 볼 가치가 있었다,9
웅남이,진짜 ㅋㅋ숨넘어가게 웃었어요 같이간 지인이랑 둘다 중간중간 코믹소재때문에 넘 웃겼어요. 박성광개그맨 아니고 감독님으로 다시 보이네요  별생각 기대없이 갔다가 훅 들어온 영화입니다. 배우들 연기가 넘 탄탄해요,10
더 퍼스트 슬램덩크,한마디만 하겠습니다. 꼭보세요 마지막장면에서 진짜 감동이 벅차올라요 진짜 꼭보세요 ,10
스즈메의 문단속,신카이 마코토 감독님 사랑합니다,10
스즈메의 문단속,일본 애니 좋아하는 사람들은 충분히 만족할 만한 영화입니다. 1번 뿐만 아니라 2번 가서 봐도 괜찮을 듯 싶네요.,10
소울메이트,꼭 봐야함 슬프고 재밌고 감동적,9
샤잠! 신들의 분노,최고의 수면용 ASMR,1
이니셰린의 밴시,영화를 전부 이해하기엔 내가 부족한것 같다.,10
웅남이,아 감독이 박성광인걸 모르고 봤네여.. 알았으면 안봤을 텐데요.. 그냥 예고편이 전부임.. 참고로 내 기준은 샤잠 머리아픔 스즈메 괜찮음.. 슬램덩크 보다가 나옴.. 이거 그냥 걸러도 되는 영화라고 봅니다. 쩝.. 미안해여 감독님 스탭 여러분..,1
스즈메의 문단속,레전설 레전설 여전하다,10
꼴찌부터 일등까지 우리반을 찾습니다,그당시 10대들의 서글픔이 지금도 서글픔으로 기억된다는 건.. 진지하고 섬세하다.유경아가 매력적.,9
웅남이,음…이런..엄…음..아이고..,2
트루먼 쇼,그냥 영화 초반부터 예상한대로 영화가 흘러가서 딱히 재밌거나 몰입되는 부분이 없었음 영화 끝나고 생각해 볼만한 의미도 없었음 쇼라는걸 알아챈 후 트루먼의 반응이 공감이 안됨 소재는 참신해서 더 재밌게 만들 수 있었을 것 같은데 스토리가 없음,4
웅남이,에혀 이게 영화냐?ㅡㅜ,2
원스 어폰 어 타임 인 아메리카,폭력성과 선정성 빼고드니로의 연기엔리오 모리꼬네 음악이 다한 영화영화음악을 위한 영화,8
웅남이,돈 돌려주세요 개짜증 개콘이 왜망한지 알수있었음,2
웅남이,박성광의 사회생활 성적표,1
태극기 휘날리며,우리가 누리고 있는 자유는 공짜가 아니다,10
평양성,이런 명작을 평점이 ㅋㅋㅋ,10
웅남이,"내돈주고 본게 아니라 다행이지만... 기대하지 않고봐서  만족은 함. 여기는 댓글 알바들풀음??  절대 8점대 평점이 아닌데...  잘 줘야  5,6점??",5
영웅,"한 나라의 국민으로 태어나 조국을 위해 죽는것,이것이 참된 영광이니                                                                                              -영웅 안중근-",10
모나리자와 블러드 문,인상깊었지만 이해하기 어려웠어요,8
웅남이,좋아요 재미있고 가볍게 웃을수있는영화,10
웅남이,좋아요ㅎ 박성광 짱짱응원해요ㅎ,10
웅남이,"1. 어차피 기대치가 없으니 그냥 빵빵 터진다. 개연성 없이 그냥 명배우들이 개콘 나와서 특별무대를 연출하고 그것을 영상으로 만들어 영화를 만들었다 생각하면 편하다. 한국 영화에 뭔 기대를 하겠는가?  2.  쌀을  국민의 피같은 세금 처들여서 , 국가가 비싸게 구매해서 쌀 가격 시장가를 강제로 높게 고정 시켜놓는 양곡 수매제도처럼 스크린 쿼터 제도는 한국 영화를 보호하는게 아니고 점점 질 낮은 한국영화를 양산하는 철밥통 . 금으로 된 밥상에 불과한 시스템이 되었다. 3. 개인적으로는  영화감독이나 출연 배우들이 영화 ( 혹은 드라마) 개봉 전에  TV 예능  . 인터뷰 나와서 손익분기점을 언급하거나 흘리듯 이야기 하면서 이 영화  망하면 내 인생도 망한다는 식으로 말하는 것 , 혹은  몇 백만 관객이 들어오면 어떠한 이벤트를 한다는 식으로 말하는 영화나  특정 시청률 ( 예 -  시청율 20프로 넘으면 춤을 추고 유투브에 올리겠다 등 )  을 기준으로 이벤트 하겠다고 말하는 것을 제일 싫어한다. 4.  관객이 고생해서 번 내 돈 주고 보는 상업 영화이고 보기 싫은 광고 . PPL 범벅인 것을 참고 보는 드라마이다.  5.  판사는 판결문으로 검사는 공소장으로 변호사는 변론서로 형사는 수갑으로 말하는 것이다. 영화 나 드라마가 자신 없으면 입 다물고 있어라.  입 열고 징징대면 더 보기 싫어지니까.  걸그룹. 보이그룹 제작자도 마찬가지임. 6. 유튜브 몇 분짜리 영상도 길다고 유튜브 숏츠 가 만들어지는 세상이다. 1시간 30분짜리 영화에  서사 . 감동 . 재미 . 눈물 . 놀람 .  슬픔 등 다양한 것들을 넣으려 해봐야 관객 대부분이 집중력이 떨어지고 ㅂㅅ같은 이해력을 가지고 있어서 뭐가 뭔지 따라가지를 못한다.  마동석의 1인  원맨쑈 영화나  5인의 형사가 나와서 티키타카로 웃기는 코믹쇼 영화가 먹히는 이유가 그것이다.  미각을 상실한 자들에게는 화려한 코스 요리를 제공해도 비빔밥을 먹은 것처럼 잡탕밥이 되어버리는 것과 같다.  ",1
살인소설,딱히 나쁘지 않은데 평점이 낮네. 8~9점이라 생각하지만 지금 평점이 낮으니 난 10점. 다른 댓글들 보면 싫어하시는분들 많은것 같은데 저는 재밌게 잘 봄,10
에브리씽 에브리웨어 올 앳 원스+,무엇을 말하려는지 주제의식은 확실한것같은데 내가이해하기엔 좀 벅찼다.몇번은 다시봐야 이해가 될것같다.너무기대를 많이한것도있고.그리고 여우조연상은 제이미 리커티스보단 스테파니 수에게 주는게 맞지않았을까,6
웅남이,장난하냐? 티켓값 내는 관객을 아주 우습게 아네,1
웅남이,극장에서 틀 영화가 아님. 명절 특집 드라마 정도. 어처구니가 없어서 웃음이 나옴. 멧돼지가 무슨 인형인줄. 여자들은 좋아함. 참신한 소재인데 감독 역량 부족으로 못 살림. ,2
스위치,제 인생영화인 페밀리맨 리메이크한  영화네요감사합니다,10
말아톤,"고딩때 그냥 별 생각없이 봤던 작품. 그땐 그냥 재밌네, 감동적이네, 잘 만들었네 이렇게만 생각했다. 30대중반인 지금 이게 얼마나 수작이었는지 다시 생각해본다. 그리고 다른방향으로 오랜시간 지나고 다시 생각해보니 말아톤 초원이 2005년 1월 개봉, 타짜 고니 2006년 9월 개봉 ",10
웅남이,왜 이렇게 알바들은 말투가 비슷하냐 이런 저능아가 감독하니까 한국영화판 망하는거다,1
컴플라이언스,이 부분은 실화 아니겠지? 불복종 했다고 시키근 대로 나이 든 남자 무릎 위에 엎드려 엉덩이를 얻어 맞고 강간까지 당하고... 진짜 어이가 없다. ,10
섬. 사라진 사람들,여주 극암이라 여주 뚝배기 깨질때가 젤 속시원하더라,10
웅남이,응원하고 기대하고봤는데...,1
태극기 휘날리며,스크린쿼터제와 영화계의 좌편향이 망쳐놓은 요즘시대에 다시는 나오기 힘든 대작임,10
살수, 이문식 조차도 발연기처럼 느껴지는 영화,2
가재가 노래하는 곳,여운이 많이 남는 영화…..,10
소울메이트,고딩시절 생각나게하는 영화^^,9
웅남이,수십만원짜리 고급 오마카세용 재료들을 그냥 고추장만 넣고 비빈내용... 재미도 없고 개연도 없고... 할말하않... ,1
웅남이,기대안하고 봣는데  잼있내요간만에  많이웃고  나왓습니다,10
내셔널 트레져,졸작주인공패거리는단서 하나하나 풀면서 스텝업하는데이안은 다건너뛰고 따라옴ㅋㅋ,4
파괴자들,이 띵작을 평점하나만 믿고 안봤었다니 참놔,10
세 얼간이,"&amp;#34;알 이즈 웰, 알 이즈 웰&amp;#34;",10
그랜드파더,박근형 배우님 오래 오래 건강하셔서 계속 작품에서 자주 보고싶어요,10
밀리언 달러 베이비,너무 작위적이지 않나 하는... ,5
티탄,"솔직히 담긴 의미따위는 잘 모르겠고, 프랑스 영화계의 뉴웨이브를 일으킬만한 새로운 감독이 탄생한것은 확실한듯",8
스위치,권상우 연기가 잘 어울리네요. 스토리도 좋았어요.,10
폴: 600미터,전립선이 찌릿찌릿해집니다!!,8
아마겟돈,당시 이영화를 봤을때는 계속 되는 위기 속에 한줄기 빛처럼 동료가 살아서 합류하고 끝까지 땅을 파내서 목표를 이루고 빌어먹을 비상플랜결과로 인한 마지막 한명이 핵폭탄 스위치를 누르는 그 과정이 너무나 잔혹하면서도 감동적인 연출이 머리속에서 떠나질 않았다. 그후에 나오는 ost는 너무나 감동적이며 실금을 울리며 피날레를 제대로 녹여든 음악적 요소도 훌륭했다.,10
스즈메의 문단속,개연성이고 뭐고 1시간 울다 나왔다. 생과 사에 대한 묘사가 마음을 울리는 영화,10
용서는 없다,플롯은 좋은데 빙빙빙. 캐스팅도 미스 같고 연출도 미스. 시나리오 판권 사서 헐리웃에서 만들면 수작이 나올 듯,8
웅남이,새로운 도전이라고 해서 보는 이들까지 관대해질 필요는 없다.,3
정이,김현주님 연기랑 cg가 정말 좋았습니다,10
너의 이름은.,"왜 이렇게 인기많고 평점 높은지 솔직히 모르겠어요... 개연성도 그닥이고 약간 무섭기도 하고 감독이 늘 비슷한 서사임. 남녀학생이 재난 막으려는 영화, 근데 남녀가 서로를 위해 그렇게까지 하려는 이유가 이해안됌",1
상견니,"드라마에 비해서 아쉬운 스토리,,, 후반부 너무 급전개 그렇지만 상친자라서 또보고싶음 지금 예매해야지",7
스즈메의 문단속,그냥 공짜면 볼정도ㅡㅡ돈주고는 보지마세요ㅎ,1
웅남이,기대를 하고 보면 약간 아쉬울 수도 있겠지만 아무 생각없이 가볍게 보기 너무 좋습니다! 연기자들 연기 너무 좋았구 생각보다 잼있고 코찡긋에 마지막 엔딩의 웃음포인트까지 강추입니다!,10
스즈메의 문단속,영살미보음어나연요미,10
파벨만스,"스필버그의 자전적 스토리라고 해서 화려한 성과와 명감독으로의 성장에 집중하기보단, 천재성을 가릴만큼 인생의 힘든 굴곡과 , 지독한 현실과 맞짱뜨는 담담한 이야기 구성에 감탄했음. 힘든 역경을 헤쳐나온 감독님의 작품들이 영롱하게 빛날수있는 이유를 말해주는듯한 자서전같은 영화였다",9
업그레이드,대작인데 난 ㅡ외이제보나요,10
웅남이,그냥 개그콘서트 한코너를 1시간넘는 영화로 보는 느낌 ,6
모범시민,일단 재밌다. 정의구현에서 테러리스트로 변해가는건 유감. ,10
소울메이트,두 배우가 다 매력있게 나와서 맘에 드네요 잔잔하면서도 따듯하고 힐링되는 영화입니다 청량한 느낌도 맘에 들어 좋았어요,7
스즈메의 문단속,믿고보는 신카이 감독 작품 ㅎㅎㅎ,10
웅남이,이용철 한줄평이 넘나 강력해서 어떻길래 저런평을 하나 하고 일부러 함 봤는데 이런~ 그냥 웃기는 것만 있는게 아니고 탄탄한 스토리하며 배우들 연기 쩐다~ 오랜만에 실컷 웃다가 왔다 진짜 개그는 이용철 평론가님이 하신거 같다 덕분에 잼난 영화 보고 왔습니다.,10
서치 2,1편의 뛰어난 아이디어를 2편에서도 진부하지 않게 잘 사용한 작품이네요 재미있어요,8
앤트맨과 와스프: 퀀텀매니아,전반적으로 매끄러운 오락물이고 영상미도 뛰어나지만 작품만의 특색없어 아쉽네요..,7
대외비,연기는 좋지만 배우가 너무 비슷한 이미지로 소모되는 듯한 느낌이 강했고 전체적으로 설정이나 스토리라인이 안이하단 느낌이 좀 들었네요 아쉬워요,6
애프터썬,말로 형용할 순 없지만 누구나 한번즘은 느껴봤을 법한 감정선,8
젠틀맨,"재미, 반전, 감동 있는 영화. 러닝타임이 2시간으로 길지만 재밌게 볼 수 있는 영화:)",10
웅남이,그냥 나갈까 고민하는 중에내 뒤에 앉은 아줌마들은 뭐가 그리 재미있는지빵빵 터지더만...,6
스즈메의 문단속,"초반 문닫는 장면에서 영상미, 음악, 연출 이 삼박자가 어우려져서 되게 좋다고 느꼈는데 가면 갈수록 반복되고 개연성 제로의 스토리... 이해가지 않는 감정선 때문에 지루했습니다. 일단 남녀 주인공이 뭐 눈물 흘리고 찾아다닐 정도의 사랑이 발전하는 무언가가 있었나? 싶기도 하고 하얀 고양이 요석은 뽑아서 나타났다고 해도 검은고양이는 뭐 어디서 갑자기 나온건지? 세계관이나 부가적인 설명이 너무 부족해서 띠용하더라고요. 그리고 너무 극적으로 여주가 도움을 많이 받아서 아무리 만화라지만 좀... 가는곳마다 누굴만남, 도와줌, 문 발견! 닫음.이게 내용 끝입니다... 흠... 전 잘 모르겠네요 영상미는 네 좋았습니다 ",4
앤트맨과 와스프: 퀀텀매니아,당분간은 손절하자. 안되겠다니,2
소울메이트,"원작 보세요 원작... 감정선을 따라가야 하는 영화인데 그 부분이 원작보다 많이 약합니다. 캐릭터에게 공감이 덜 된달까요. 주연배우 간의 케미스트리도 그닥이에요.. 배우 개별적으론 김다미는 기대에 못미쳤고 의외로 전소니가 돋보였던. 원작을 노트북으로 본 이후 여운이 진하고 감동받아서 이번 소울메이트는 극장에서 본건데, 돈아깝네요ㅠ 그냥 원작만 보시는걸 추천해요 ",6
교섭,"아니 영화보고나서 평점 준거임 ? 알바 실화냐 .. 시간가는줄 모르고 봤음 . 연기나 연출이나 대박임 . 평점 보지말고 봐야지 이제 , 초딩들이 쓴 평점따위",10
난폭한 기록,그냥 모든게 한숨만 나오는 영화다.진짜 형편없다.이런걸 별반개도 주기싫을 만큼 졸작..,1
웅남이,평론가들 텃세 지리네.. ,10
리틀 포레스트,힐링이 필요할때 꺼내먹어요 ,10
소울메이트,보통은 리메이크가 그 감동을 그대로 전달하기가 쉽지않은데이 영화는 우리 나라 감성에 맞게 각색도 적당히 잘 했고  무엇보다 두 주연 배우들이 그 감성을 너무 잘 살린 영화인거 같습니다간만에 가슴 먹먹하게 진하게 다가오는 영화였습니다,9
영웅,국뽕만 있지 그 이상 이하도 아닌것같다. ,3
웅남이,방송의 힘. 나까지 보게 만들었음,1
영웅,뮤지컬 영화를 잘 안보는 편인데 그냥 누가 추천해줘서 봤다가 많이 울었습니다 . . 다시금 이 나라가 그냥 하늘에서 뚝 떨어진 나라가 아니란 것을 가슴 깊이 기억하며...  이런 시국에 한국인이라면 꼭 보셨으면 좋겠습니다.,10
샤잠! 신들의 분노,"&amp;#34;어벤져스&amp;#34;가 되고 싶은 착한 아이들과 &amp;#34;타노스&amp;#34;가 되고 싶은 건지 알 수 없는 엉성한 신들의 좌충우돌. 번갯불에 얼렁뚱땅 콩 볶은 듯한 플롯에 가벼움과 유치함은 덤이지만, DCEU의 미워할 수 없는 재간둥이 히어로로 자리매김한 것은 인정.",5
소울메이트,두 여배우의 상반된 매력이 좋았어요,10
파벨만스,꿈과 현실 사이에서 고민하고 있는 사람들이 보면 좋을 영화,9
샤잠! 신들의 분노,걍 산만하고 지루하고 유치함,4
비상선언,기대가 조금 컸나 봅니다..,5
극장판 주술회전 0,청춘을 잡아두는 것보다 더 큰 죄는 없다고,10
램,그럭저럭 볼만하였습니다...,7
드라이브 마이 카,생각보다 볼만하였습니다...,8
스즈메의 문단속,"원래 신카이 마코토 감독님을 좋아하긴 했는데, 최근 내셨던 재난 트릴로지 작품 중에서는 제일 좋았어요 ㅎㅎ 일본 신화 요소가 많아 약간의 해석이 필요하긴 하지만 한 번쯤 보기 좋은 영화입니다!",10
스즈메의 문단속,3부작의 마무리로 최고였습니다^^,9
어벤져스: 에이지 오브 울트론,다시봐도 명작이네요 마블짱,10
똑똑똑,샤말란에게 또 속았다.,5
소울메이트,원작이 더 좋긴 한데 한국적 느낌으로 바뀐 미소랑 하은이도 좋았다.,8
모나리자와 블러드 문,2023 .03.22 개봉,5
똑똑똑,이 감독의 기대가 점점 내려간다..,4
샤잠! 신들의 분노,2023 .03.15 개봉,6
스즈메의 문단속,어디서 감동받아야 하는 건지 잘 모르겟슴 그냥 일애니1 내가 일본오타쿠가 아니라 그런가봄,3
썸니아,부모도 아이도 불쌍하다 판타지적인 요소 때문에 개인적으로 공포감은 다운 됐다,6
더 퍼스트 슬램덩크,극장에서 안봤으면 후회했을뻔 ㅠㅠ,10
대외비,그래서 결론이 뭔데..?,2
웅남이,"영혼없는 코메디, 뭔가 잘 차려진 밥상에 맛난 반찬이 없는 것 같아 아쉽네요.뭔가 가벼운  개그적인 요소가 있을뿐특별한 느낌 없습니다. 제일 아쉬운건  김준호가 나온점이고, 안일권은 괜찮았어요. 마지막 멧돼지는 진짜 제일 좋았고기억에 남는 3장면 1. 처음 에니메이션2. 곰돌이 2마리 노는 영상 3. 마지막 멧돼지 입니다. 고생하시고 편견은 아니지만 영화  쉬운게 아니구나 다시 한 번  느껴집니다. 박감독님 잘되길 바라고 1백만 되길 희망합니다. 솔직한 평이 도움이 될 것으로 믿습니다. ",6
웅남이,엄마가 보고 싶어해서 같이 보고왔습니다. 보는내내 웃음이 날 정도의 재밌는 영화는 아니었지만 중간중간 한번씩 웃는 엄마의 모습을 보니 좋았어요.,10
난폭한 기록,아...2019년도 영화가 아직도 이런 액션을 하는걸 보고 한숨만 나온다...무슨 견자단식 홍콩영화 보는 줄..정두홍은 다른 영화 안보시는것 같아요. 본 시리즈라도 좀 봐라. 어떻게 20년가까이 한결같이 액션이 똑같을까. 한 시간 반...잠이라도 푹 잘걸 에휴,2
타짜: 원 아이드 잭,"갠적으론 2보다 나았지만 1은 못따라간다,그래도 나름의 긴장감조성도 좋았고, 시종일관 몰입도도 좋다특히 류승범의 연기는 간지 그자체다",6
카운트,그냥 뻔한 한국 영화..,3
바빌론,쓸데없이 비위 상하는 장면이 너무 많았다.. 마고로비 연기는 좋았음,4
스즈메의 문단속,초반부 몰입이 좋고 영상미가 아름다움,10
인간중독,"특별한 내용도 없고.그마저,,,올누드로 해도 왜 야하지않을까,,,배우들이 너무 몸을 사려,,",3
GROW: 인피니트의 리얼 청춘 라이프,감동 그 자체 밑바닥부터 올라온 사람들 항상 응원! 또 다른 영화로 만났으면 좋겠어요 15주년 영화로,10
타이타닉,몇 번을 봐도 이런 영화가 없음 제임스 카메론 당신은 천재입니다.,10
앤트맨과 와스프: 퀀텀매니아,그냥 무색무취 양산형 마블 영화,6
TAR 타르,케이트 블란쳇이 다했다,7
서치 2,긴장감 대박적 1편보다 속도감이 빠르다,8
웅남이,평점알바들 심각하네.. 어휴 ㅉㅉ,2
악마를 보았다,"잔인하고 무서운걸 못보는 나에게 이 영화는 무서운 장면이 나오면 리모콘으로 화면을 가린채 대사만 들었던 영화였다. 티비서 자주 틀어주었던 영향도 있었고, 궁금하긴 했지만 선뜻 한번에 끝까지  본적이 없는 영화이다. 10번 가까이 시도했을 때 영화의 70% 정도는 본듯하다. 여러해가 지나 20번 가까이 봤지만 아직도 잔인한 장면은 전부 다 감당하지 못한다. 살면서 리뷰라는걸 처음 남겨보는데 내가 생각하는 이 영화는 너무 슬픈영화라는거...처음엔 무섭도록 잔인하게 연기한 최민식배우 장면때문에 다신 보고 싶진 않았었고, 여러번 보다보니 김수현의 원통함에 이해는 되지만 이런 방식은 아니다 라는 생각에 보면서도 반대했던 순간도 있었다. 차안에서 빽미러를 보며 물티슈로 얼굴을 닦으며 핏자국을 지우는 그 장면은...그 순간의 표정과 감추고 싶지만 본인이 점점 악마가 되어가는 얼굴을 닦는 안쓰러운 표정들...내 표현력이 부족해서 뭐라 덧붙일지 모르겠다. 마지막 복수를 하고 나서 오열하며 비틀거리며 걷던 장면이  너무 안쓰럽고 불쌍하고 그래서한없이 울었다. 더한 고통으로 복수하고자 했지만 본인이 더 악마가 되어버린 김수현의 존재가 내눈엔 너무 불쌍하고 너무 몰입해서 그런지 이런 사람이 어떻게 일상 생활을 살아갈 수 있을까... 자기 인생 전체가 망가져버린 김수현이 너무 불쌍해서 오늘도 보고 한참을 울었다.처음엔 너무 싫었지만,지금은 손꼽히는 영화가 되어버린거같다.           (오로지 나만의 생각) ",10
교섭,출연한 배우들 처음 편집된 거 보고 어떤 생각 들었으려나,3
천룡팔부: 교봉전,"손에서 불 쏘는 거 보고 잠시 기절함액션만 재밌고 나머지는 할 말이 없음 그리고 아무리 동안이시라지만 31살 역할을 하시는 건 좀,, 아니지 않나요 견자단님ㅋㅋㅈㅅ 그래도 GV는 좋았습니다",4
스즈메의 문단속,눈물 참을수 있으면 상남자/상여자 인정,10
체리 향기,명대사로 유명해서 기대 많이하고 봤는데 대실망.뭐가 감동적인지 모르겠음.,2
이니셰린의 밴시,"극현실주의 영화임. 만나서 툴툴거리가나 잡담한 것만 말하는 친구 있으면 공감 많이될거임. 극현실주의 영화로서 본 다음에 관객이 잘못된 생각하게 만들 위험도 있기는 하지만, 그래도 이상주의가 너무 가득한 이 세상에 이런 영화도 필요함. 저 같은 현실주의자들은 통쾌하실거고, 다른 분들은 새러운 정보 얻는다 생각하고 보세요!!",10
에브리씽 에브리웨어 올 앳 원스+,복잡한 세계관 속 단순한 이야기를 훌륭한 연출과 연기로 풀어내었다 너무 감동적이었고 좋았다.,10
난폭한 기록,연기존내몬함ㅋㅋ진짜 정두홍..책을읽으셔ㅎ,2
바빌론,이게 영화의 매력이다,9
악녀,재미있게보았습니다~,10
웅남이,딸기쨈 ㄴ 포도쨈ㄴ 개꿀쨈ㅇㅇ,10
상견니,"드라마를 안 봐서 그런가 정말,, 1도 이해가 되지 않았다 하하",3
모나리자와 블러드 문,내용은 별로 기억에 안 남아요. 영상미가 좋네요.,10
샤잠! 신들의 분노,의외로 괜찮았어요. 1편보다도 훨씬 잼있네요.,10
형,"흔한 클리셰, 흔해 빠진 스토리 들이었지만,,, 그래도 그걸 상쇄시키는 묵직한 감동이 있었다. ",6
똑똑똑,조금 이해하긴 어려운데.. 볼만은 합니다.,8
카운트,단순히 가볍게 즐기기 좋다,8
플레인,기대를 안 하고 봤는데 생각보단 잼있어요. 킬링타임용으로 좋네요.,10
소울메이트,오랜만에 한국영화중에 잼있게 봤네요 !,10
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",넥플릭스에서 내용 다 봤던 사람들은 지루할 수 있음 근데 영상미 좋았음,7
스즈메의 문단속,신카이 감독님 작품은 다 좋네요. 추천!,10
