,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
257,261,이터널스,클로이 자오,,2021-11-03,장편,미국,2648,31721584450,3049688,"8,398,642,580","770,301",액션,12세관람가,일반영화
258,262,스물,이병헌,,2015-03-25,장편,한국,926,23558988686,3044134,"5,990,587,486","740,243",코미디,15세관람가,일반영화
259,263,토르: 다크 월드,앨런 테일러,,2013-10-30,장편,미국,733,22525808500,3039889,"6,890,911,500","885,699",액션,12세관람가,일반영화
261,265,방자전,김대우,,2010-06-02,장편,한국,512,22853629794,3035116,"7,700,850,000","975,688",사극,청소년관람불가,일반영화
262,266,인크레더블 2,브래드 버드,,2018-07-18,장편,미국,1605,24554683588,3033052,"7,611,573,288","880,527",애니메이션,전체관람가,일반영화
264,268,마더,봉준호,,2009-05-28,장편,한국,648,20195373838,3013523,"7,430,891,000","1,060,010",드라마,청소년관람불가,일반영화
266,270,레드: 더 레전드,딘 패리소트,,2013-07-18,장편,미국,739,21511358970,3004647,"6,308,770,970","841,287",액션,15세관람가,일반영화
267,271,해리 포터와 혼혈 왕자,데이빗 예이츠,,2009-07-15,장편,미국,751,20580402431,3002669,"6,666,092,500","907,125",어드벤처,전체관람가,일반영화
268,272,오싹한 연애,황인호,,2011-12-01,장편,한국,469,21965313000,3001530,"6,146,203,500","797,727",공포(호러),12세관람가,일반영화
269,273,드래곤 길들이기 2,딘 데블로이스,,2014-07-23,장편,미국,829,23979935189,3000056,"6,564,340,689","751,931",애니메이션,전체관람가,일반영화
270,274,형,권수경,,2016-11-23,장편,한국,993,23129111893,2982022,"5,484,309,343","675,698",코미디,12세관람가,일반영화
271,276,친구 2,곽경택,,2013-11-14,장편,한국,968,21804687513,2971475,"5,171,825,013","675,887",액션,청소년관람불가,일반영화
272,277,26년,조근현,,2012-11-29,장편,한국,604,21241327145,2963449,"6,121,058,611","817,210",액션,15세관람가,일반영화
274,279,블랙 위도우,케이트 쇼트랜드,,2021-07-07,장편,미국,2528,29987732620,2961507,"7,871,682,460","751,987",액션,12세관람가,일반영화
275,280,서치,아니쉬 차간티,,2018-08-29,장편,미국,816,25283364845,2949944,"8,341,418,045","945,989",드라마,12세관람가,일반영화
276,281,고지전,장훈,,2011-07-20,장편,한국,585,21968557600,2945137,"6,379,632,100","817,904",드라마,15세관람가,일반영화
277,282,엑스맨: 아포칼립스,브라이언 싱어,,2016-05-25,장편,미국,1262,24467887950,2938818,"7,495,864,450","847,621",액션,12세관람가,일반영화
278,283,프리즌,나현,,2017-03-23,장편,한국,1047,23790276987,2931897,"5,681,060,637","679,455",범죄,청소년관람불가,일반영화
280,285,솔트,필립 노이스,,2010-07-29,장편,미국,556,21719123025,2921331,"6,529,156,500","837,532",스릴러,15세관람가,일반영화
281,286,가장 보통의 연애,김한결,,2019-10-02,장편,한국,1073,24822316930,2917213,"6,614,922,790","753,953",멜로/로맨스,15세관람가,일반영화
282,287,헬로우 고스트,김영탁,,2010-12-22,장편,한국,472,21154651779,2897477,"6,343,048,000","823,854",코미디,12세관람가,일반영화
284,289,원티드,티무르 베크맘베토브,,2008-06-26,장편,미국,446,19258777000,2867594,"7,021,231,500","994,356",스릴러,청소년관람불가,일반영화
285,290,극비수사,곽경택,,2015-06-18,장편,한국,894,22389535897,2860786,"5,828,885,297","717,981",드라마,15세관람가,일반영화
287,292,표적,창,,2014-04-30,장편,한국,665,22256359300,2841788,"5,348,606,900","652,750",액션,15세관람가,일반영화
288,293,앤트맨,페이튼 리드,,2015-09-03,장편,미국,949,23502249937,2839921,"7,332,839,937","840,337",액션,12세관람가,일반영화
289,294,쥬라기 월드: 도미니언,콜린 트레보로우,,2022-06-01,장편,미국,2218,29226463310,2836786,"6,938,382,730","639,474",액션,12세관람가,일반영화
290,295,호빗: 다섯 군대 전투,피터 잭슨,,2014-12-17,장편,미국,926,24268487685,2836774,"7,327,248,685","809,402",어드벤처,12세관람가,일반영화
291,296,너의 결혼식,이석근,,2018-08-22,장편,한국,962,23670604369,2820029,"5,852,853,319","666,845",멜로/로맨스,12세관람가,일반영화
292,297,호빗: 뜻밖의 여정,피터 잭슨,,2012-12-13,장편,미국,1028,23436820716,2818993,"8,241,919,216","910,976",어드벤처,12세관람가,일반영화
293,298,말모이,엄유나,,2019-01-09,장편,한국,1203,23682638520,2812444,"5,900,912,990","681,266",드라마,12세관람가,일반영화
294,299,메이즈 러너,웨스 볼,,2014-09-18,장편,미국,648,21489367677,2812427,"6,423,264,777","805,570",액션,12세관람가,일반영화
295,300,해리 포터와 죽음의 성물1,데이빗 예이츠,,2010-12-15,장편,미국,718,19906900266,2809053,"6,430,256,500","866,701",미스터리,전체관람가,일반영화
296,301,마녀(魔女) Part2. The Other One,박훈정,,2022-06-15,장편,한국,1796,28920265670,2806254,"6,020,427,150","570,910",액션,15세관람가,일반영화
297,302,빅 히어로,돈 홀,,2015-01-21,장편,미국,825,21993119765,2801949,"6,512,949,165","772,249",애니메이션,전체관람가,일반영화
298,303,덩케르크,크리스토퍼 놀란,,2017-07-20,장편,미국,1252,24576771848,2792705,"9,451,418,198","989,011",액션,12세관람가,일반영화
299,304,혹성탈출: 진화의 시작,루퍼트 와이어트,,2011-08-17,장편,미국,514,20629757000,2773794,"6,637,598,000","849,251",액션,12세관람가,일반영화
300,306,부당거래,류승완,,2010-10-28,장편,한국,502,21326977937,2766436,"7,587,039,000","944,655",범죄,청소년관람불가,일반영화
302,308,메이즈 러너: 스코치 트라이얼,웨스 볼,,2015-09-16,장편,미국,804,21596946349,2744413,"5,743,724,849","697,898",액션,12세관람가,일반영화
303,309,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,2017-05-03,장편,미국,1218,23452674686,2735719,"7,669,006,186","854,131",액션,12세관람가,일반영화
304,310,시라노; 연애조작단,김현석,,2010-09-16,장편,한국,402,20171151599,2731828,"7,068,438,000","910,652",멜로/로맨스,12세관람가,일반영화
305,311,핸콕,피터 버그,,2008-07-02,장편,미국,602,17854932333,2723518,"5,977,901,000","860,691",액션,12세관람가,일반영화
306,312,내가 살인범이다,정병길,,2012-11-08,장편,한국,547,20338948000,2721903,"6,313,599,000","809,580",액션,청소년관람불가,일반영화
307,313,나우 유 씨 미 : 마술사기단,루이스 리테리어,,2013-08-22,장편,미국,691,19146691869,2718227,"6,322,143,282","855,244",범죄,12세관람가,일반영화
308,314,미스 페레그린과 이상한 아이들의 집,팀 버튼,,2016-09-28,장편,미국,904,21841214586,2718158,"6,220,296,286","737,280",미스터리,12세관람가,일반영화
309,315,토르: 러브 앤 썬더,타이카 와이티티,,2022-07-06,장편,미국,2143,29494473721,2715682,"8,443,171,772","729,804",액션,12세관람가,일반영화
310,316,적벽대전 2 : 최후의 결전,오우삼,,2009-01-22,장편,중국,426,17910684413,2713031,"5,181,840,500","743,318",액션,15세관람가,일반영화
311,317,지.아이.조 : 전쟁의 서막,스티븐 소머즈,,2009-08-06,장편,미국,446,19889126096,2706748,"5,995,248,000","774,359",액션,15세관람가,일반영화
312,318,타이탄,루이스 리테리어,,2010-04-01,장편,미국,694,22143097429,2685508,"6,821,236,500","798,779",액션,12세관람가,일반영화
313,319,곤지암,정범식,,2018-03-28,장편,한국,1124,21442114144,2675559,"4,978,152,594","596,536",공포(호러),15세관람가,일반영화
314,320,소원,이준익,,2013-10-02,장편,한국,641,18251983100,2663170,"3,769,048,600","518,005",드라마,12세관람가,일반영화
315,321,살인자의 기억법,원신연,,2017-09-06,장편,한국,1064,21361479492,2656694,"5,389,419,142","643,595",범죄,15세관람가,일반영화
316,322,브레이킹 던 part2,빌 콘돈,,2012-11-15,장편,미국,665,18909583065,2654817,"5,571,602,065","745,970",드라마,15세관람가,일반영화
317,323,탐정 : 더 비기닝,김정훈,,2015-09-24,장편,한국,764,20463956973,2625686,"4,092,941,173","504,961",코미디,15세관람가,일반영화
318,324,미니언즈,카일 발다,,2015-07-29,장편,미국,792,18997911278,2625572,"4,787,634,178","630,536",애니메이션,전체관람가,일반영화
319,325,후궁 : 제왕의 첩,김대승,,2012-06-06,장편,한국,624,19250354500,2621436,"5,525,028,500","716,851",사극,청소년관람불가,일반영화
320,326,트랜스포머: 최후의 기사,마이클 베이,,2017-06-21,장편,미국,1739,21501959228,2614601,"5,273,073,728","609,345",액션,12세관람가,일반영화
321,327,제이슨 본,폴 그린그래스,,2016-07-27,장편,미국,827,21253434663,2611966,"6,707,397,843","797,790",액션,15세관람가,일반영화
322,328,드래곤 길들이기,딘 데블로이스,,2010-05-20,장편,미국,562,27471926367,2603857,"9,508,353,500","846,400",애니메이션,전체관람가,일반영화
323,329,지금 만나러 갑니다,이장훈,,2018-03-14,장편,한국,1163,20800916128,2602273,"5,390,273,428","652,981",멜로/로맨스,12세관람가,일반영화
324,330,도리를 찾아서,앤드류 스탠튼,,2016-07-06,장편,미국,1091,20703899933,2601734,"6,199,961,913","724,706",애니메이션,전체관람가,일반영화
325,331,위험한 상견례,김진영,,2011-03-31,장편,한국,524,19174920500,2595625,"5,930,105,000","765,417",코미디,12세관람가,일반영화
326,332,아수라,김성수,,2016-09-28,장편,한국,1278,20576226662,2594028,"5,577,412,282","676,676",범죄,청소년관람불가,일반영화
327,333,굿모닝 프레지던트,장진,,2009-10-22,장편,한국,586,18770889320,2583294,"6,239,306,300","815,403",코미디,전체관람가,일반영화
329,335,보안관,김형주,,2017-05-03,장편,한국,1091,20697532509,2571491,"4,093,422,209","491,530",범죄,15세관람가,일반영화
331,337,기술자들,김홍선,,2014-12-24,장편,한국,641,19894297783,2564340,"4,534,671,083","564,420",범죄,15세관람가,일반영화
332,338,퍼시픽 림,길예르모 델 토로,,2013-07-11,장편,미국,1005,20477392512,2539114,"6,769,401,012","776,183",액션,12세관람가,일반영화
334,340,엑스맨: 퍼스트 클래스,매튜 본,,2011-06-02,장편,미국,587,19063768000,2532306,"6,847,701,000","870,595",액션,12세관람가,일반영화
335,341,정글북,존 파브로,,2016-06-09,장편,미국,924,21457807134,2532051,"6,360,280,354","702,113",어드벤처,12세관람가,일반영화
337,343,목격자,조규장,,2018-08-15,장편,한국,1021,21732042597,2524086,"4,600,434,447","514,732",스릴러,15세관람가,일반영화
339,345,마이펫의 이중생활,크리스 리노드,,2016-08-03,장편,미국,726,19379904655,2517805,"5,360,235,715","656,542",애니메이션,전체관람가,일반영화
340,346,증인,이한,,2019-02-13,장편,한국,1047,20312348931,2516128,"4,478,036,341","547,326",드라마,12세관람가,일반영화
341,347,조작된 도시,박광현,,2017-02-09,장편,한국,1019,20119979587,2512572,"4,696,743,687","564,486",범죄,15세관람가,일반영화
347,353,반창꼬,정기훈,,2012-12-19,장편,한국,466,17883988787,2471721,"4,304,602,748","568,409",멜로/로맨스,15세관람가,일반영화
348,354,블랙머니,정지영,,2019-11-13,장편,한국,1117,20747796510,2465678,"5,032,675,390","579,290",범죄,12세관람가,일반영화
349,355,보스 베이비,톰 맥그라스,,2017-05-03,장편,미국,1116,18918869704,2450023,"4,724,943,504","582,820",애니메이션,전체관람가,일반영화
350,356,화차,변영주,,2012-03-08,장편,한국,548,18450760000,2435211,"6,041,917,500","760,953",미스터리,15세관람가,일반영화
351,357,이웃사람,김휘,,2012-08-22,장편,한국,600,18087442369,2434099,"5,411,949,754","697,152",스릴러,청소년관람불가,일반영화
353,359,조선명탐정: 흡혈괴마의 비밀,김석윤,,2018-02-08,장편,한국,1249,19690818764,2424330,"4,072,581,264","490,363",사극,12세관람가,일반영화
354,360,재심,김태윤,,2017-02-15,장편,한국,935,19263100637,2420729,"4,569,982,837","555,767",드라마,15세관람가,일반영화
355,361,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,,2018-11-14,장편,미국,1601,20816583118,2414062,"6,579,253,518","721,713",판타지,12세관람가,일반영화
356,362,터미네이터: 다크 페이트,팀 밀러,,2019-10-30,장편,미국,1315,20167141830,2410227,"5,471,943,420","623,198",액션,15세관람가,일반영화
357,363,히트맨,최원섭,,2020-01-22,장편,한국,1122,20614278000,2406232,"4,072,414,720","472,840",코미디,15세관람가,일반영화
358,364,사바하,장재현,,2019-02-20,장편,한국,1174,20002183194,2397792,"5,593,443,364","654,182",미스터리,15세관람가,일반영화
359,365,의뢰인,손영성,,2011-09-29,장편,한국,522,17797042500,2393086,"5,652,134,000","719,601",스릴러,15세관람가,일반영화
360,366,화이: 괴물을 삼킨 아이,장준환,,2013-10-09,장편,한국,817,17678676795,2391963,"5,419,118,695","697,799",액션,청소년관람불가,일반영화
361,367,테이큰,피에르 모렐,,2008-04-09,장편,프랑스,254,15971389000,2379830,"5,816,455,000","825,364",범죄,청소년관람불가,일반영화
362,368,007 스카이폴,샘 멘데스,,2012-10-26,장편,미국,748,17487213000,2376145,"6,160,910,500","793,030",액션,15세관람가,일반영화
364,370,가문의 영광4 - 가문의 수난,정태원,,2011-09-07,장편,한국,537,17762035500,2363955,"4,095,559,500","516,319",코미디,15세관람가,일반영화
365,371,블라인드,안상훈,,2011-08-10,장편,한국,404,18361430500,2362906,"5,974,758,500","736,580",스릴러,청소년관람불가,일반영화
366,372,박열,이준익,,2017-06-28,장편,한국,1176,18093543795,2359174,"4,921,077,395","623,230",드라마,12세관람가,일반영화
371,377,미인도,전윤수,,2008-11-13,장편,한국,463,15531621371,2325715,"4,979,210,500","709,649",사극,청소년관람불가,일반영화
372,378,라스트 갓파더,심형래,,2010-12-29,장편,한국,547,16832542997,2316099,"4,836,322,500","633,176",코미디,12세관람가,일반영화
373,379,스파이,폴 페이그,,2015-05-21,장편,미국,665,18396836358,2315882,"5,393,002,858","648,385",액션,15세관람가,일반영화
374,380,모아나,론 클레멘츠,,2017-01-12,장편,미국,953,18055062307,2310054,"4,735,422,707","572,295",애니메이션,전체관람가,일반영화
375,381,테이큰 2,올리비에 메가턴,,2012-09-27,장편,프랑스,682,17581098553,2308596,"5,503,312,053","692,896",액션,청소년관람불가,일반영화
376,382,하녀,임상수,,2010-05-13,장편,한국,577,17310669976,2304487,"5,832,848,500","740,713",스릴러,청소년관람불가,일반영화
377,383,메이즈 러너: 데스 큐어,웨스 볼,,2018-01-17,장편,미국,1090,18902873104,2299732,"5,015,312,604","582,686",액션,12세관람가,일반영화
378,384,분노의 질주: 더 얼티메이트,저스틴 린,,2021-05-19,장편,미국,2297,22059658060,2292415,"5,325,279,420","542,395",액션,12세관람가,일반영화
380,386,맘마미아!2,올 파커,,2018-08-08,장편,미국,750,19532365003,2285143,"6,377,571,153","732,343",뮤지컬,12세관람가,일반영화
381,387,호빗: 스마우그의 폐허,피터 잭슨,,2013-12-12,장편,미국,811,17850613316,2282744,"3,736,656,816","471,461",어드벤처,12세관람가,일반영화
382,388,나잇&데이,제임스 맨골드,,2010-06-24,장편,미국,501,17054262425,2282191,"6,032,890,000","771,899",액션,15세관람가,일반영화
